Company,Product,TypeName,Inches,ScreenResolution,Name CPU,CPU Speed,Ram,Name Memory,Memory Capacity,Gpu,OpSys,Weight,Price_dollars,Discount,Star_rating,Rating,Review 
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel Core i7 7Y75,1.3GHz,16,SSD,512GB,Intel HD Graphics 615,Windows 10,1.22,2026.8026999999997,0,0,0,0
Dell,Latitude E7470,Ultrabook,14,2560x1440,Intel Core i7 6600U,2.6GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.5,2095.088554,0,0,0,0
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,32,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,4.42,2988.4399999999996,0,0,0,0
Toshiba,Tecra A40-C-1DF,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.95,1259.414,0,0,0,0
Asus,Rog Strix,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,2.73,2187.8582699999997,0,0,0,0
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.70GHz,8,HDD,128GB,Nvidia GeForce 930MX,Windows 10,2.04,1044.8867,0,0,0,0
Lenovo,ThinkPad T460,Notebook,14,1366x768,Intel Core i5 6200U,2.3GHz,4,Hybrid,508GB,Intel HD Graphics 520,Windows 7,1.70,1069.4345999999998,0,0,0,0
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,3840x2160,Intel Core i7 7500U,2.7GHz,16,HDD,512GB,Nvidia GeForce GTX 950M,Windows 10,2.3,1920.0727,0,0,0,0
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U,2.7GHz,6,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.04,617.9667,0,0,0,0
Asus,Rog GL753VE-DS74,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,1866.7077,0,0,0,0
Dell,Inspiron 7579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,12,SSD,512GB,Intel HD Graphics 620,Windows 10,2.19,1386.4226999999998,0,0,0,0
Toshiba,Portege Z30-C-1CV,Notebook,13.3,1920x1080,Intel Core i5 6200U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 7,1.2,1275.4234999999999,0,0,0,0
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD A12-Series 9720P,3.6GHz,6,SSD,256GB,AMD Radeon 530,Windows 10,2.2,585.9476999999999,0,0,0,0
Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,256GB,Intel HD Graphics 520,Windows 10,2.3,692.6777,0,0,0,0
Toshiba,Tecra A40-C-1KF,Notebook,14,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.75,976.5794999999999,0,0,0,0
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,AMD Radeon R5 M430,Windows 10,2.25,639.3127,0,0,0,0
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,Intel HD Graphics 620,Windows 10,2.04,860.2438,0,0,0,0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1060,Windows 10,2.5,1269.0196999999998,0,0,0,0
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,AMD Radeon R7 M445,Windows 10,2.36,799.4077,0,0,0,0
Dell,Latitude 5480,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,128GB,Intel HD Graphics 620 ,Windows 10,1.6,1194.3086999999998,0,0,0,0
HP,EliteBook Folio,Netbook,12.5,1920x1080,Intel Core M 6Y75,1.2GHz,8,SSD,512GB,Intel HD Graphics 515,Windows 10,0.97,2036.4083999999998,0,0,0,0
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,1920x1080,Intel Core i3 6006U,2GHz,4,HDD,128GB,AMD Radeon 520,Windows 10,2.1,532.5826999999999,0,0,0,0
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,1.1GHz,4,SSD,128GB,Intel HD Graphics 500,No OS,1.9,288.832726,0,0,0,0
Lenovo,ThinkPad T560,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,2.3,1439.7876999999999,0,0,0,0
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.68,948.8296999999999,0,0,0,0
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,3200x1800,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.4,1227.395,0,0,0,0
HP,Spectre 13-V111dx,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.11,1439.7876999999999,0,0,0,0
Acer,Aspire ES1-533,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,1.1GHz,4,HDD,500GB,Intel HD Graphics 505,Windows 10,2.4,405.57399999999996,0,0,0,0
Asus,Rog GL553VE-DS74,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1920.0727,0,0,0,0
HP,EliteBook 840,Ultrabook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,512GB,Intel HD Graphics 620,Windows 10,1.48,2229.5897,0,0,0,0
Acer,Nitro 5,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.7,1344.798,0,0,0,0
HP,ENVY -,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.34,1269.0196999999998,0,0,0,0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,4,SSD,128GB,Intel HD Graphics 620,Windows 10,2.18,583.8131,0,0,0,0
HP,Probook 440,Notebook,14,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.64,831.4267,0,0,0,0
Toshiba,Portege Z30-C-16H,Notebook,13.3,1920x1080,Intel Core i5 6200U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,1.2,1275.4234999999999,0,0,0,0
HP,EliteBook 840,Notebook,14,1366x768,Intel Core i5 6300U,2.4GHz,4,SSD,256GB,Intel HD Graphics 520,Windows 10,1.48,1174.019327,0,0,0,0
HP,ProBook 640,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.95,1286.0964999999999,0,0,0,0
HP,EliteBook 1040,Ultrabook,14,1920x1080,Intel Core i7 6600U,2.6GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 7,1.43,1546.5176999999999,0,0,0,0
HP,ProBook 440,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,1.64,1119.875198,0,0,0,0
HP,Probook 440,Notebook,14,1366x768,Intel Core i3 7100U,2.4GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.64,730.0332,0,0,0,0
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,2.5GHz,8,Hybrid,1024GB,Nvidia GeForce GTX 1050,Windows 10,2.65,1012.8676999999999,0,0,0,0
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.26,1642.5747,0,0,0,0
HP,Elitebook 840,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.48,1697.0069999999998,0,0,0,0
HP,EliteBook 840,Ultrabook,14,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.54,2014.2192329999998,0,0,0,0
HP,Probook 430,Notebook,13.3,1366x768,Intel Core i3 7100U,2.4GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.49,853.8399999999999,0,0,0,0
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.5,1291.433,0,0,0,0
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U,2.4GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,2.04,821.8103269999999,0,0,0,0
Lenovo,ThinkPad P70,Notebook,17.3,3840x2160,Intel Core i7 6820HQ,2.7GHz,16,SSD,512GB,Nvidia Quadro 3000M,Windows 7,2.4,3167.7463999999995,0,0,0,0
Toshiba,Tecra Z40-C-12Z,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.47,1590.2769999999998,0,0,0,0
HP,EliteBook 1040,Notebook,14,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.43,2379.0117,0,0,0,0
Dell,Inspiron 5568,2 in 1 Convertible,15.6,1920x1080,Intel Core i3 6100U,2.3GHz,4,HDD,1024GB,Intel HD Graphics 520,Windows 10,2.08,849.560127,0,0,0,0
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.2,1697.0069999999998,0,0,0,0
HP,Spectre 13-V100nv,Notebook,13.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.11,1226.3276999999998,0,0,0,0
HP,ProBook 440,Notebook,14,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,1.64,1265.209439,0,0,0,0
Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel Core i5 6300U,2.4GHz,8,HDD,500GB,Intel HD Graphics 520,Windows 10,2.09,1116.8654119999999,0,0,0,0
HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.26,1663.9207,0,0,0,0
HP,ProBook 650,Notebook,14,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.31,1269.0196999999998,0,0,0,0
HP,ProBook 640,Notebook,14,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,1.95,1131.338,0,0,0,0
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.29,1733.2951999999998,0,0,0,0
HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Nvidia GeForce 930MX,Windows 10,2.63,1152.684,0,0,0,0
HP,ProBook 440,Notebook,14,1366x768,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,1.64,1038.4829,0,0,0,0
Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420,3GHz,6,HDD,1024GB,AMD Radeon R5,Windows 10,2.1,436.5257,0,0,0,0
MSI,GL72M 7RDX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,128GB,Nvidia GeForce GTX 1050,Windows 10,2.7,1272.00814,0,0,0,0
HP,Probook 640,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 7,1.95,1275.4234999999999,0,0,0,0
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.84,1311.7010269999998,0,0,0,0
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.26,1439.7876999999999,0,0,0,0
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,Windows 10,2.04,791.9365999999999,0,0,0,0
Toshiba,Tecra Z40-C-136,Ultrabook,14,1920x1080,Intel Core i7 6600U,2.6GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.47,1841.0924999999997,0,0,0,0
Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel Core i5 6300U,2.4GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 7,2.09,1134.486535,0,0,0,0
HP,ProBook 440,Notebook,14,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.64,1078.5173229999998,0,0,0,0
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,4,SSD,256GB,Intel HD Graphics 520,Windows 10,1.8,904.0030999999999,0,0,0,0
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14,1366x768,Intel Atom X5-Z8350,1.44GHz,2,SSD,32GB,Intel HD Graphics 400,Windows 10,1.45,224.98684,0,0,0,0
Toshiba,Tecra A50-C-218,Notebook,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,16,SSD,256GB,Nvidia GeForce 930M,Windows 10,2.4,1520.9025,0,0,0,0
Lenovo,Thinkpad L560,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,2.3,1120.2380799999999,0,0,0,0
HP,EliteBook 840,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,1.54,1067.3,0,0,0,0
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5 6300U,2.4GHz,8,HDD,256GB,Intel HD Graphics 520,Windows 10,1.84,2244.894782,0,0,0,0
HP,EliteBook 1040,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 7,1.43,1567.8636999999999,0,0,0,0
MSI,GT72S Dominator,Gaming,17.3,1920x1080,Intel Core i7 6820HK,2.7GHz,16,HDD,256GB,Nvidia GeForce GTX 980M,Windows 10,3.78,1649.661572,0,0,0,0
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,128GB,Nvidia GeForce GTX 980M,Windows 10,4.6,2444.1063269999995,0,0,0,0
Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060,1.6GHz,4,SSD,16GB,Intel HD Graphics 400,Chrome OS,1.2,307.27566999999993,0,0,0,0
Lenovo,ThinkPad X1,Notebook,14,2560x1440,Intel Core i7 6600U,2.6GHz,16,SSD,256GB,Intel HD Graphics 520,Windows 7,1.1,2796.3259999999996,0,0,0,0
HP,Noteb Pav,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,HDD,1024GB,Nvidia GeForce 940MX,Windows 10,1.91,1044.8867,0,0,0,0
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 7200U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.3,1167.6262,0,0,0,0
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,SSD,256GB,Intel HD Graphics 620,Windows 10,2.04,1044.8867,0,0,0,0
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7 7500U,2.7GHz,16,SSD,1024GB,Intel HD Graphics 620,Windows 10,1.2,2405.6942,0,0,0,0
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.31,752.606595,0,0,0,0
HP,250 G5,Notebook,15.6,1366x768,Intel Core i5 7200U,2.5GHz,4,HDD,500GB,Intel HD Graphics 620,No OS,1.96,532.5826999999999,0,0,0,0
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410,2.2GHz,8,HDD,1024GB,AMD Radeon R5,Windows 10,2.4,479.2177,0,0,0,0
Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,12,SSD,256GB,Intel HD Graphics 620,Windows 10,1.6,1386.4226999999998,0,0,0,0
MSI,GT62VR 6RD,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,2.94,1941.4187,0,0,0,0
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.04,1142.011,0,0,0,0
Asus,Rog G752VL-GC088D,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,1024GB,Nvidia GeForce GTX 965M,No OS,4,1065.1653999999999,0,0,0,0
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,4,HDD,1024GB,Intel HD Graphics,Windows 10,2.25,596.6206999999999,0,0,0,0
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U,2.7GHz,16,HDD,2048GB,AMD Radeon R7 M445,Windows 10,2.32,1056.616327,0,0,0,0
MSI,GS63VR 6RF,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,1.8,2058.8217,0,0,0,0
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.29,1556.1234,0,0,0,0
Asus,ROG G701VO,Gaming,17.3,1920x1080,Intel Core i7 6820HK,2.7GHz,64,SSD,1024GB,Nvidia GeForce GTX 980 ,Windows 10,3.58,4242.5175,0,0,0,0
Dell,Inspiron 5368,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.62,851.7160729999999,0,0,0,0
Dell,Alienware 15,Gaming,15.6,3840x2160,Intel Core i7 6700HQ,2.6GHz,16,HDD,256GB,Nvidia GeForce GTX 970M,Windows 10,3.21,1418.4416999999999,0,0,0,0
Apple,"MacBook 12""",Ultrabook,12,2304x1440,Intel Core M,1.1GHz,8,SSD,256GB,Intel HD Graphics 515,Mac OS X,0.920,1387.4899999999998,0,0,0,0
Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.06,514.417254,0,0,0,0
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.31,1279.6926999999998,0,0,0,0
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 7,1.26,1279.6926999999998,0,0,0,0
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i7 7500U,2.7GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,1.49,1163.357,0,0,0,0
Lenovo,ThinkPad Yoga,Ultrabook,12.5,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 10,1.3,1828.807877,0,0,0,0
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U,2.3GHz,8,HDD,1024GB,AMD Radeon R5 M330,Windows 10,3.0,703.3507,0,0,0,0
Lenovo,Ideapad 700-15ISK,Notebook,15.6,1920x1080,Intel Core i5 6300HQ,2.3GHz,4,HDD,1024GB,Nvidia GeForce GTX 950M,Windows 10,2.3,1042.7521,0,0,0,0
MSI,GT72VR Dominator,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,HDD,256GB,Nvidia GeForce GTX 1070,Windows 10,3.78,2667.1827,0,0,0,0
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 10,2.1,576.342,0,0,0,0
HP,Probook 650,Notebook,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 7,2.31,1003.262,0,0,0,0
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,2560x1440,Intel Core M 6Y75,1.2GHz,8,SSD,512GB,Intel HD Graphics 515,Windows 10,0.99,1493.1526999999999,0,0,0,0
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7 6820HK,2.7GHz,32,Hybrid,512GB,Nvidia GeForce GTX 980M,Windows 10,4.6,3458.0519999999997,0,0,0,0
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel Atom x5-Z8550,1.44GHz,4,SSD,64GB,Intel HD Graphics 400,Windows 10,0.69,689.763971,0,0,0,0
HP,Spectre x360,Ultrabook,13.3,3840x2160,Intel Core i7 7500U,2.7GHz,16,SSD,512GB,Intel HD Graphics 620,Windows 10,1.3,2186.8977,0,0,0,0
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,SSD,256GB,Intel HD Graphics 620,Windows 10,2.18,800.4749999999999,0,0,0,0
HP,EliteBook 840,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 7,1.54,1100.375627,0,0,0,0
HP,ZBook 15u,Workstation,15.6,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,256GB,AMD FirePro W4190M,Windows 7,1.9,1595.6135,0,0,0,0
Lenovo,ThinkPad T460,Notebook,14,1920x1080,Intel Core i5 6200U,2.3GHz,8,SSD,180GB,Intel HD Graphics 520,Windows 7,1.7,1279.6926999999998,0,0,0,0
HP,Chromebook 13,Notebook,13.3,3200x1800,Intel Pentium Dual Core 4405Y,1.5GHz,4,SSD,32GB,Intel HD Graphics 515,Chrome OS,1.29,656.3895,0,0,0,0
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410,2.2GHz,4,HDD,500GB,AMD Radeon R5,Windows 10,2.4,413.0451,0,0,0,0
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700,1.6GHz,4,HDD,500GB,Intel HD Graphics,Linux,2.2,419.97187699999995,0,0,0,0
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U,2GHz,4,HDD,1024GB,Intel HD Graphics 520,No OS,1.86,369.275127,0,0,0,0
Asus,Rog GL702VM-GC354T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,2.8GHz,8,HDD,256GB,Nvidia GeForce GTX 1060,Windows 10,2.7,1706.6127,0,0,0,0
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,1.6GHz,4,SSD,256GB,AMD Radeon 530,Windows 10,1.4,873.424955,0,0,0,0
HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5 6200U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 7,2.4,1706.6127,0,0,0,0
Acer,Aspire F5-573G,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,256GB,Nvidia GeForce GTX 950M,Windows 10,2.4,852.7727,0,0,0,0
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i5 7200U,2.5GHz,8,HDD,1024GB,AMD Radeon R7 M445,Windows 10,2.36,681.7912399999999,0,0,0,0
MSI,GS70 Stealth,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,8,SSD,256GB,Nvidia GeForce GTX 965M,Windows 10,2.6,1706.6127,0,0,0,0
HP,250 G5,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710,1.6GHz,4,HDD,1024GB,Intel HD Graphics 405,Windows 10,1.96,533.65,0,0,0,0
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,128GB,Nvidia GeForce GTX 980M,Windows 10,4.3,2453.7227,0,0,0,0
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U,2.3GHz,4,HDD,500GB,Intel HD Graphics 520,Windows 7,1.5,1211.545595,0,0,0,0
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3 6100U,2.3GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 7,1.5,1245.507081,0,0,0,0
Acer,Chromebook 15,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U,1.5GHz,4,SSD,16GB,Intel HD Graphics,Chrome OS,2.20,223.0657,0,0,0,0
HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,8,HDD,1024GB,AMD FirePro W6150M,Windows 7,3.0,3094.1027,0,0,0,0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,2.8GHz,16,SSD,512GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1279.6926999999998,0,0,0,0
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5 6200U,2.3GHz,8,SSD,256GB,Intel HD Graphics 520,Windows 7,1.5,1508.2016299999998,0,0,0,0
MSI,GE72 Apache,Gaming,17.3,1920x1080,Intel Core i7 6700HQ,2.6GHz,8,HDD,128GB,Nvidia GeForce GTX 960M,Windows 10,2.9,1612.893087,0,0,0,0
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 6200U,2.3GHz,4,SSD,256GB,Intel HD Graphics 520,Windows 10,2.1,925.3490999999999,0,0,0,0
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,AMD A6-Series 9220,2.5GHz,4,HDD,1024GB,AMD Radeon R4,Windows 10,2.1,424.7854,0,0,0,0
Asus,Rog GL552VW-CN470T,Gaming,15.6,1920x1080,Intel Core i7 6700HQ,2.6GHz,16,HDD,128GB,Nvidia GeForce GTX 960M,Windows 10,2.59,1429.1146999999999,0,0,0,0
HP,EliteBook 1030,Notebook,13.3,3200x1800,Intel Core M 6Y54,1.1GHz,8,SSD,256GB,Intel HD Graphics 515,Windows 10,1.16,1813.3427,0,0,0,0
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U,2.3GHz,4,HDD,500GB,AMD Radeon R5 M315,Windows 7,2.24,820.9137949999999,0,0,0,0
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U,2.0GHz,4,SSD,128GB,Intel HD Graphics 520,Windows 10,2.1,457.8717,0,0,0,0
HP,Spectre Pro,Ultrabook,13.3,1920x1080,Intel Core i7 6500U,2.5GHz,8,SSD,512GB,Intel HD Graphics 520,Windows 10,1.16,2101.5137,0,0,0,0
